No.;No. Abklatsch;No. Graf (No. Makam);Kode Katalog;Sisi Nisan;Kondisi;Tanggal Pembuatan;Tempat Penemuan;Kota/Kabupaten;Kecamatan;Mukim;Gampong;Meunasah;Bentuk Umum;Tinggi;Lebar;Posisi;Bentuk;Motif;Ukuran (cm);Jenis Nisan;Isi Inkripsi;Aksara;Bahasa;Khat;Tanggal Pendataan;BOKS;Tanggal Masuk Boks;Keterangan
78;669;XI;;1 Utara;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Stele;59,5;34;"Atas;Bawah";Mahkota & Bingkai;Floral & Geometris;"32x13;34x43";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;13-May-24;Boks 1;22-Oct-24;
79;670;XI;;2 Timur;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Stele;59,5;34;"Atas;Bawah";"Mahkota;Bingkai";Floral dan Geometris;"32x13;34x42";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;-;13-May-24;Boks 1;22-Oct-24;
80;671;XI;;3 Selatan;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Stele;54;31;Atas;Mahkota;Floral dan Geometris;31x22;Kaligrafi dan Hiasan;-;-;-;-;13-May-24;Boks 1;22-Oct-24;
81;672;XI;;4 Barat;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;54;31;Atas;Mahkota;Floral & Geometris;21x30,5;Kaligrafi dan Hiasan;-;-;-;-;13-May-24;Boks 1;22-Oct-24;
82;674;XII;;2 Timur;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Stele;61;35;"Atas;Bawah";Mahkota & Bingkai;Floral & Geometris;"35x16,5;41x35";Kaligrafi dan Hiasan;Hadist;Arab;Arab;-;29-May-24;Boks 1;22-Oct-24;
83;675;XII;;3 Selatan;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Stele;56,5;31;Atas;Mahkota;Floral;31x23;Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;27-May-24;Boks 1;22-Oct-24;
84;676;XII;;4 Barat;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Stele;54;31;"Atas;Bawah";Mahkota & Panil;Floral;"31x16;35x31";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;29-May-24;Boks 1;22-Oct-24;
85;677;XIII;;1 Utara;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;65;32;"Atas;Tengah;Bawah";Mahkota, Bingkai & Panil;-;"28x27;24,5x23;29,5x8";Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;Tsuluts;29-May-24;Boks 1;22-Oct-24;
86;678;XIII;;2 Timur;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;40;21,5;"Atas;Bawah";Bingkai & Panil;Floral & Geometris;"29x19;21x11";Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;Tsuluts;29-May-24;Boks 1;22-Oct-24;
87;679;XII;;3 Selatan;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;64;30;"Atas;Tengah;Bawah";Mahkota, Bingkai & Panil;Floral dan Geometris;"22x15;30x24;29x8,5";Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;Tsuluts;13-May-24;Boks 1;22-Oct-24;
88;680;XIII;;4 Barat;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;43;23;"Atas;Bawah";Bingkai & Panil;Floral & Geometris;"27x16;22x8";Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;Tsuluts;29-May-24;Boks 1;22-Oct-24;
89;681;XIII;;5 selatan;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;62;27;"Atas;Tengah;Bawah";Mahkota, Bingkai & Panil;Floral & Geometris;"21x13;24x23;26x6";Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;Tsuluts;13-May-24;Boks 1;22-Oct-24;
90;682;XIII;;6 Barat;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;39;19;"Atas;Bawah";Bingkai & Panil;Floral & Geometris;"26x15,5;19x5,5";Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;Tsuluts;13-May-24;Boks 1;22-Oct-24;
91;683;XIII;;7 Utara;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;55;28;"Atas;Tengah;Bawah";Mahkota, Bingkai & Panil;Floral dan Geometris;"16x13;22x24;26x6";Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;Tsuluts;13-May-24;Boks 1;22-Oct-24;
92;684;XIII;;8 Timur;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;36;19,5;"Atas;Bawah";Bingkai & Panil;Floral & Geometris;"28x17;19,5x8";Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;Tsuluts;29-May-24;Boks 1;22-Oct-24;
93;685;XIII;;1-3 Utara-Selatan;Baik;1912 November;Makam Peuët Ploh Peuët;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;17;13;-;-;-;-;Kaligrafi;Kalimat Syahadat;Arab;Arab;-;29-May-24;Boks 1;22-Oct-24;
94;701;VII;;3 Selatan;Cukup Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;69;42;"Atas;Tengah";Vas & Panil;Floral;"14x11;26x6,5";Kaligrafi dan Hiasan;Kalimat Syahadat dan Ayat Al-Quran;Arab;Arab;-;20-May-24;Boks 1;22-Oct-24;
95;702;VII;;4 Barat;Cukup Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;72;28;Tengah;Panil;Floral;13,5x7;Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;-;20-May-24;Boks 1;22-Oct-24;
96;705;VII;;7 Utara;Cukup Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;67,5;40,5;"Atas;Tengah";Vas & Panil;Floral;"14x11,5;26x7";Kaligrafi dan Hiasan;Pujian;Arab;Arab;-;20-May-24;Boks 1;22-Oct-24;
97;706;VII;;8 Timur;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;70;27,5;Bawah;Panil;Floral;14x7;Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;20-May-24;Boks 1;22-Oct-24;
98;707;VIII;;1 Utara;Cukup Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;60;35,5;Bawah;Panil;Floral;33,5x15;Kaligrafi dan Hiasan;Kalimat Syahadat dan Ayat Al-Quran;Arab;Arab;Tsuluts;20-May-24;Boks 2;23-Oct-24;
99;708;VIII;;2 Timur;Cukup Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;39;22;Bawah;Panil;Floral;19,5x4,5;Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;20-May-24;Boks 2;23-Oct-24;
100;709;VIII;;3 Selatan;Cukup Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;60;35,5;Bawah;Panil;Floral;33x16;Kaligrafi dan Hiasan;Kalimat Syahadat dan Ayat Al-Quran;Arab;Arab;Tsuluts;20-May-24;Boks 2;23-Oct-24;
101;710;VIII;;4 Barat;Cukup Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;39;22;Bawah;Panil;Floral;20,5x4,5;Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;20-May-24;Boks 2;23-Oct-24;
102;711;VIII;;5 Selatan;Cukup Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;61;35;Bawah;Panil;Floral;33,5x15,5;Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;20-May-24;Boks 2;23-Oct-24;
103;713;VIII;;7 Utara;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Nisan Bersayap;58;35;Bawah;Panil;Floral;33x15;Kaligrafi dan Hiasan;Nama Tokoh dan Pertanggalan;Arab;Arab;-;21-May-24;Boks 2;23-Oct-24;
104;716;IX;;(nisan kepala) Puncak;Cukup Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;23;15;-;-;-;-;Kaligrafi;Nama tokoh;Arab;Arab;Tsuluts;20-May-24;Boks 2;23-Oct-24;
105;720;X;;4 Barat;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;55;25;"Atas;Bawah";Mahkota & Panil;Floral;"11,5x8,5;25x9";Kaligrafi dan Hiasan;-;Arab;Arab;-;08-May-24;Boks 2;23-Oct-24;
106;727;XI;;2 Timur;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;58;24;"Atas;Bawah";Mahkota & Panil;Floral;"8x6,5;18x6,5";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
107;728;XI;;4 Barat;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;58;24;"Atas;Tengah";Mahkota & Panil;Floral;"8x6,5;18x6,5";Kaligrafi dan Hiasan;Kalimat Syahadat dan Ayat Al-Quran;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
108;729;XI;;5 selatan;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;54,5;34;"Atas;Tengah;Bawah";Vas & Panil;Floral;"10 x7;26,5x4,5";Kaligrafi dan Hiasan;Syair dan Nama Tokoh;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
109;730;XI;;7 Utara;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;54,5;34;"Atas;Tengah";Vas & Panil;Floral ;"10x7,5;26,5x4,5";Kaligrafi dan Hiasan;Syair dan Pertanggalan;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
110;731;XI;;6 Barat;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;57,5;24;"Atas;Tengah";Bunga & Panil;Floral;"8x6,5;18x4,5";Kaligrafi dan Hiasan;Pujian;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
111;732;XI;;8 Timur;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;63,5;24;"Atas;Tengah;Bawah";Bunga & Panil;Floral;"6x7;18,5x4,5";Kaligrafi dan Hiasan;Syair dan Pertanggalan;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
112;733;XII;abk.ach.bm.tsr.xii;1 Utara;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Nisan Puncak Kurawal;54;33;"Atas;Bawah";Vas & Panil;Floral;"14x10,5;33x6";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;21-May-24;Boks 2;23-Oct-24;
113;734;XII;abk.ach.bm.tsr.xii;2 Timur;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;57;22;"Atas;Bawah";Mahkota & Panil;Floral;"10x9;22x5";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;21-May-24;Boks 2;23-Oct-24;
114;735;XII;abk.ach.bm.tsr.xii;3 Selatan;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Nisan Puncak Kurawal;54;33;"Atas;Bawah";Vas & Panil;Floral;"14x10,5;33x6,5";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;21-May-24;Boks 2;23-Oct-24;
115;736;XII;abk.ach.bm.tsr.xii;4 Barat;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;57;22;"Atas;Bawah";Mahkota & Panil;Floral;"10,5x9;22x5";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;21-May-24;Boks 2;23-Oct-24;
116;737;XII;abk.ach.bm.tsr.xii;5 Selatan;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Nisan Puncak Kurawal;54;32;"Atas;Bawah";Vas & Panil;Floral;"13,5x10,5;32x5,5";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;21-May-24;Boks 2;23-Oct-24;
117;738;XII;abk.ach.bm.tsr.xii;6 Timur;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;56;23;"Atas;Bawah";Mahkota & Panil;Floral;"10x9;23x5";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;21-May-24;Boks 2;23-Oct-24;
118;739;XII;abk.ach.bm.tsr.xii;7 Utara;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeeng;Persegi Panjang;54;32;"Atas;Bawah";Vas & Panil;Floral;13,5x10, 32x5,5;Kaligrafi & Hiasan;-;Arab;Arab;Tsuluts;29-Apr-24;Boks 2;23-Oct-24;
119;740;XII;abk.ach.bm.tsr.xii;8 Timur;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;60;26;"Atas;Bawah";Bunga & Panil;Floral;"10x9;21x5,5";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;20-May-24;Boks 2;23-Oct-24;
120;741;XIII;;1 Utara;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;54;30;"Atas;Bawah";Bunga & Panil;Floral;"10x8,5;30x7";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
121;742;XIII;;2 Timur;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;58;19,5;"Atas;Bawah";Bunga & Panil;Floral;"10,5x8,5;19x6";Kaligrafi dan Hiasan;Pujian;Arab;Arab;-;08-May-24;Boks 2;23-Oct-24;
122;743;XIII;;3 Selatan;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;54;30;"Atas;Bawah";Vas & Panil;Floral;"10,5x9;30x7";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
123;744;XIII;;4 Barat;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;59;21;"Atas;Bawah";Bunga & Panil;Floral;"10,5x9;19,5x6";Kaligrafi dan Hiasan;Pujian;Arab;Arab;-;08-May-24;Boks 2;23-Oct-24;
124;745;XIII;;5 Selatan;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Nisan Puncak Kurawal;54;31;"Atas;Bawah";Vas & Panil;Floral;"14x10,5;31x6";Kaligrafi dan Hiasan;Nama Tokoh dan Pertanggalan;Arab;Arab;Tsuluts;21-May-24;Boks 2;23-Oct-24;
125;746;XIII;;6 Barat;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;57;20,5;"Atas;Bawah";Mahkota & Panil;Floral;"11x9;20,5x6";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;21-May-24;Boks 2;23-Oct-24;
126;748;XIII;;8 Timur;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;57;20,5;"Atas;Bawah";Mahkota & Panil;Floral;"11x8,5;20,5x6";Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;21-May-24;Boks 2;23-Oct-24;
127;756;XIV;;8 Timur;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;72;29;Tengah;Panil;Floral;14x8;Kaligrafi dan Hiasan;-;Arab;Arab;-;21-May-24;Boks 2;23-Oct-24;
128;757;XV;;1 Utara;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;61;36;"Atas;Bawah";Vas & Panil;Floral;"12x11;29x5,5";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;21-May-24;Boks 2;23-Oct-24;
129;758;XV;;2 Timur;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;25;16;"Samping;Bawah";Panil;Floral;6x5;Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;-;08-May-24;Boks 2;23-Oct-24;
130;759;XV;;3 Selatan;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;57;36;"Atas;Bawah";Vas & Panil;Floral;"12x11; 29x5,5";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;21-May-24;Boks 2;23-Oct-24;
131;760;XV;;4 Barat;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;30;17;Bawah;Panil;Floral;5x10,5;Kaligrafi dan Hiasan;Kalimat Syahadat;Arab;Arab;Tsuluts;16-May-24;Boks 2;23-Oct-24;
132;822;XXI;;1 Utara;Baik;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;48;29;-;-;-;-;Kaligrafi;Pujian;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
133;845;Wit Marmergraf;;3 Selatan;Baik;1913 Juni;Makam Toengoe Bate Potie;Aceh Utara;Samudera;Geudong;Ulee Blang;Mantjang;Persegi Panjang;65;30;Seluruh Sisi;Mahkota;Floral & Roset;61x28;Kaligrafi dan Hiasan;-;Arab;Arab;-;15-May-24;Boks 2;23-Oct-24;
134;847;I;;5 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;55;27;"Atas;Bawah";Vas & Panil;Floral;12x11, 27x7;Kaligrafi & Hiasan;-;Arab;Arab;Tsuluts;29-Apr-24;Boks 2;23-Oct-24;
135;848;I;;6 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;17;"Atas;Bawah";Mahkota & Panil;Floral;"8x9;7x13,5";Kaligrafi dan Hiasan;Pujian;Arab;Arab;Tsuluts;30-May-24;Boks 2;23-Oct-24;
136;850;I;;8 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;16;"Atas;Bawah";Bunga & Panil;Floral;"8x9,5;13,5x6";Kaligrafi & Hiasan;;Arab;Arab;Tsuluts;02-May-24;Boks 2;23-Oct-24;
137;851;II;;1 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;28;"Atas;Bawah";Vas & Panil;Floral;"13x10;26x6";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;30-May-24;Boks 2;23-Oct-24;
138;853;II;;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;28;"Atas;Bawah";Vas & Panil;Floral;"14x10;26x6";Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;30-May-24;Boks 2;23-Oct-24;
139;854;II;;4 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;16;Bawah;Panil;Floral;13x5,5;Kaligrafi & Hiasan;Ayat Al-Quran;Arab;Arab;Tsuluts;02-May-24;Boks 2;23-Oct-24;
140;856;II;;6 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;58;17;Bawah;Panil;Floral;14x5,5;Kaligrafi dan Hiasan;Pujian;Arab;Arab;Tsuluts;29-May-24;Boks 2;23-Oct-24;
141;860;III;;2 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;15;Seluruh Sisi;Bunga & Panil;Floral & Geometris;9x8, 32x8, 15x5;Hiasan;-;-;Arab;-;29-Apr-24;Boks 2;23-Oct-24;
142;862;III;;4 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;18;"Atas;Tengah;Bawah";Mahkota & Panil;Floral & Roset;"8,5x8;32x7;14x4";Hiasan;-;-;-;-;28-May-24;Boks 2;23-Oct-24;
143;864;III;;6 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;18;"Atas;Bawah";Bunga, Bingkai & Panil;Floral & Roset;"7,5x9;28x9;14x5";Hiasan;-;-;-;-;14-May-24;Boks 2;23-Oct-24;
144;865;III;;7 Utara;Kurang Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Stele;55;33;"Atas;Bawah";Vas & Panil;Floral;"14x13;33x5,5";Kaligrafi dan Hiasan;-;Arab;Arab;-;08-May-24;Boks 2;23-Oct-24;
145;866;III;;8 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;58;18;"Atas;Tengah;Bawah";Bunga, Bingkai & Panil;Floral & Roset;"10,5x10,5;29,5x10;18x5";Hiasan;-;-;-;-;14-May-24;Boks 2;23-Oct-24;
146;867;IV;abk.ach.bm.tdb.iv;1 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;28;Atas;Vas;Floral;10,5x8;Kaligrafi dan Hiasan;Ayat Al-Quran;Arab;Arab;-;08-May-24;Boks 2;23-Oct-24;
147;868;IV;abk.ach.bm.tdb.iv;2 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;25;14;-;-;-;-;Kaligrafi;Pujian;Arab;Arab;-;07-May-24;Boks 2;23-Oct-24;
148;869;IV;abk.ach.bm.tdb.iv;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Stele;65;28;Atas;Vas;Floral;11x9;Kaligrafi dan Hiasan;Kalimat Syahadat dan Ayat Al-Quran;Arab;Arab;-;08-May-24;Boks 2;23-Oct-24;
149;870;IV;abk.ach.bm.tdb.iv;4 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;28;19;Tengah;Bingkai;-;19x8;Kaligrafi dan Hiasan;Pujian;Arab;Arab;-;07-May-24;Boks 2;23-Oct-24;
150;871;IV;abk.ach.bm.tdb.iv;5 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Bersayap;64;37;Atas;Vas;Floral;10x8;Kaligrafi dan Hiasan;Pertanggalan;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
151;872;IV;abk.ach.bm.tdb.iv;6 Barat;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;26;14;-;-;-;-;Kaligrafi;Syair dan Puisi;Arab;Arab;-;07-May-24;Boks 2;23-Oct-24;
152;873;IV;abk.ach.bm.tdb.iv;7 Utara;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Bersayap;50,5;37;Atas;Vas;Floral;10x8;Kaligrafi dan Hiasan;Pertanggalan;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
153;874;IV;abk.ach.bm.tdb.iv;8 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;25;14;-;-;-;-;Kaligrafi;Syair dan Puisi;Arab;Arab;-;07-May-24;Boks 2;23-Oct-24;
154;875;V;;1 Utara;Cukup Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Stele;50;31;Atas;Vas;-;9,5x9;Kaligrafi dan Hiasan;Syair dan Puisi;Arab;Arab;Tsuluts;08-May-24;Boks 2;23-Oct-24;
155;876;V;;2 Timur;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;25;13;-;-;-;-;kaligrafi;Ayat Al-Quran;Arab;Arab;-;07-May-24;Boks 2;23-Oct-24;
156;877;V;;3 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;57;24;"Puncak;Atas";Vas & Panil;Geometris;"10x8,5;9,5x8,5";Kaligrafi dan Hiasan;Pujian;Arab;Arab;-;14-May-24;Boks 2;23-Oct-24;
157;879;V;;5 Selatan;Baik;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Bermahkota;53;32;"Puncak;Atas";Persegi & Vas;Floral & Geometris;"10x8;9x9";Kaligrafi dan Hiasan;Nama Tokoh;Arab;Arab;-;28-May-24;Boks 2;23-Oct-24;
