nomor_abklats;nomor_graf;sisi_nisan;kondisi;tanggal_pembuatan;tempat_penemuan;kota;kecamatan;mukim;gampong;meunasah;bentuk_umum;panjang;lebar;ornamentasi_posisi;ornamentasi_bentuk;ornamentasi_motif;ornamentasi_ukuran;jenis_nisan;tanggal_pendataan;boks_penyimpanan
706;VII;8 Timur;8 Timur;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;70;27,5;Bawah;Panil;Floral;14x7;Kaligrafi dan Hiasan;20-May-24;Boks 1
707;VIII;1 Utara;1 Utara;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;60;35,5;Bawah;Panil;Floral;33,5x15;Kaligrafi dan Hiasan;20-May-24;Boks 2
708;VIII;2 Timur;2 Timur;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;39;22;Bawah;Panil;Floral;19,5x4,5;Kaligrafi dan Hiasan;20-May-24;Boks 2
709;VIII;3 Selatan;3 Selatan;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;60;35,5;Bawah;Panil;Floral;33x16;Kaligrafi dan Hiasan;20-May-24;Boks 2
710;VIII;4 Barat;4 Barat;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;39;22;Bawah;Panil;Floral;20,5x4,5;Kaligrafi dan Hiasan;20-May-24;Boks 2
711;VIII;5 Selatan;5 Selatan;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;61;35;Bawah;Panil;Floral;33,5x15,5;Kaligrafi dan Hiasan;20-May-24;Boks 2
713;VIII;7 Utara;7 Utara;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Nisan Bersayap;58;35;Bawah;Panil;Floral;33x15;Kaligrafi dan Hiasan;21-May-24;Boks 2
716;IX;(nisan kepala) Puncak;(nisan kepala) Puncak;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;23;15;-;-;-;-;Kaligrafi;20-May-24;Boks 2
720;X;4 Barat;4 Barat;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;55;25;"Atas;Bawah";Mahkota & Panil;Floral;"11,5x8,5;25x9";Kaligrafi dan Hiasan;08-May-24;Boks 2
727;XI;2 Timur;2 Timur;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;58;24;"Atas;Bawah";Mahkota & Panil;Floral;"8x6,5;18x6,5";Kaligrafi dan Hiasan;08-May-24;Boks 2
728;XI;4 Barat;4 Barat;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;58;24;"Atas;Tengah";Mahkota & Panil;Floral;"8x6,5;18x6,5";Kaligrafi dan Hiasan;08-May-24;Boks 2
729;XI;5 selatan;5 selatan;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;54,5;34;"Atas;Tengah;Bawah";Vas & Panil;Floral;"10 x7;26,5x4,5";Kaligrafi dan Hiasan;08-May-24;Boks 2
730;XI;7 Utara;7 Utara;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;54,5;34;"Atas;Tengah";Vas & Panil;Floral ;"10x7,5;26,5x4,5";Kaligrafi dan Hiasan;08-May-24;Boks 2
731;XI;6 Barat;6 Barat;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;57,5;24;"Atas;Tengah";Bunga & Panil;Floral;"8x6,5;18x4,5";Kaligrafi dan Hiasan;08-May-24;Boks 2
732;XI;8 Timur;8 Timur;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;63,5;24;"Atas;Tengah;Bawah";Bunga & Panil;Floral;"6x7;18,5x4,5";Kaligrafi dan Hiasan;08-May-24;Boks 2
733;XII;1 Utara;1 Utara;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Nisan Puncak Kurawal;54;33;"Atas;Bawah";Vas & Panil;Floral;"14x10,5;33x6";Kaligrafi dan Hiasan;21-May-24;Boks 2
734;XII;2 Timur;2 Timur;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;57;22;"Atas;Bawah";Mahkota & Panil;Floral;"10x9;22x5";Kaligrafi dan Hiasan;21-May-24;Boks 2
735;XII;3 Selatan;3 Selatan;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Nisan Puncak Kurawal;54;33;"Atas;Bawah";Vas & Panil;Floral;"14x10,5;33x6,5";Kaligrafi dan Hiasan;21-May-24;Boks 2
736;XII;4 Barat;4 Barat;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;57;22;"Atas;Bawah";Mahkota & Panil;Floral;"10,5x9;22x5";Kaligrafi dan Hiasan;21-May-24;Boks 2
737;XII;5 Selatan;5 Selatan;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Nisan Puncak Kurawal;54;32;"Atas;Bawah";Vas & Panil;Floral;"13,5x10,5;32x5,5";Kaligrafi dan Hiasan;21-May-24;Boks 2
738;XII;6 Timur;6 Timur;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;56;23;"Atas;Bawah";Mahkota & Panil;Floral;"10x9;23x5";Kaligrafi dan Hiasan;21-May-24;Boks 2
739;XII;7 Utara;7 Utara;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeeng;Persegi Panjang;54;32;"Atas;Bawah";Vas & Panil;Floral;13,5x10, 32x5,5;Kaligrafi & Hiasan;29-Apr-24;Boks 2
740;XII;8 Timur;8 Timur;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;60;26;"Atas;Bawah";Bunga & Panil;Floral;"10x9;21x5,5";Kaligrafi dan Hiasan;20-May-24;Boks 2
741;XIII;1 Utara;1 Utara;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;54;30;"Atas;Bawah";Bunga & Panil;Floral;"10x8,5;30x7";Kaligrafi dan Hiasan;08-May-24;Boks 2
742;XIII;2 Timur;2 Timur;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;58;19,5;"Atas;Bawah";Bunga & Panil;Floral;"10,5x8,5;19x6";Kaligrafi dan Hiasan;08-May-24;Boks 2
743;XIII;3 Selatan;3 Selatan;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;54;30;"Atas;Bawah";Vas & Panil;Floral;"10,5x9;30x7";Kaligrafi dan Hiasan;08-May-24;Boks 2
744;XIII;4 Barat;4 Barat;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;59;21;"Atas;Bawah";Bunga & Panil;Floral;"10,5x9;19,5x6";Kaligrafi dan Hiasan;08-May-24;Boks 2
745;XIII;5 Selatan;5 Selatan;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Nisan Puncak Kurawal;54;31;"Atas;Bawah";Vas & Panil;Floral;"14x10,5;31x6";Kaligrafi dan Hiasan;21-May-24;Boks 2
746;XIII;6 Barat;6 Barat;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;57;20,5;"Atas;Bawah";Mahkota & Panil;Floral;"11x9;20,5x6";Kaligrafi dan Hiasan;21-May-24;Boks 2
748;XIII;8 Timur;8 Timur;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;57;20,5;"Atas;Bawah";Mahkota & Panil;Floral;"11x8,5;20,5x6";Kaligrafi dan Hiasan;21-May-24;Boks 2
756;XIV;8 Timur;8 Timur;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;72;29;Tengah;Panil;Floral;14x8;Kaligrafi dan Hiasan;21-May-24;Boks 2
757;XV;1 Utara;1 Utara;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;61;36;"Atas;Bawah";Vas & Panil;Floral;"12x11;29x5,5";Kaligrafi dan Hiasan;21-May-24;Boks 2
758;XV;2 Timur;2 Timur;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;25;16;"Samping;Bawah";Panil;Floral;6x5;Kaligrafi dan Hiasan;08-May-24;Boks 2
759;XV;3 Selatan;3 Selatan;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Persegi Panjang;57;36;"Atas;Bawah";Vas & Panil;Floral;"12x11; 29x5,5";Kaligrafi dan Hiasan;21-May-24;Boks 2
760;XV;4 Barat;4 Barat;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Baringin;Persegi Panjang;30;17;Bawah;Panil;Floral;5x10,5;Kaligrafi dan Hiasan;16-May-24;Boks 2
822;XXI;1 Utara;1 Utara;1913 April;Makam Toengoe Sareh;Aceh Utara;Samudera;Blang Me;Samodera;Kroeëng;Stele;48;29;-;-;-;-;Kaligrafi;08-May-24;Boks 2
845;Wit Marmergraf;3 Selatan;3 Selatan;1913 Juni;Makam Toengoe Bate Potie;Aceh Utara;Samudera;Geudong;Ulee Blang;Mantjang;Persegi Panjang;65;30;Seluruh Sisi;Mahkota;Floral & Roset;61x28;Kaligrafi dan Hiasan;15-May-24;Boks 2
847;I;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;55;27;"Atas;Bawah";Vas & Panil;Floral;12x11, 27x7;Kaligrafi & Hiasan;29-Apr-24;Boks 2
848;I;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;17;"Atas;Bawah";Mahkota & Panil;Floral;"8x9;7x13,5";Kaligrafi dan Hiasan;30-May-24;Boks 2
850;I;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;57;16;"Atas;Bawah";Bunga & Panil;Floral;"8x9,5;13,5x6";Kaligrafi & Hiasan;02-May-24;Boks 2
851;II;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;28;"Atas;Bawah";Vas & Panil;Floral;"13x10;26x6";Kaligrafi dan Hiasan;30-May-24;Boks 2
853;II;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;28;"Atas;Bawah";Vas & Panil;Floral;"14x10;26x6";Kaligrafi dan Hiasan;30-May-24;Boks 2
854;II;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;16;Bawah;Panil;Floral;13x5,5;Kaligrafi & Hiasan;02-May-24;Boks 2
856;II;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;58;17;Bawah;Panil;Floral;14x5,5;Kaligrafi dan Hiasan;29-May-24;Boks 2
860;III;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;15;Seluruh Sisi;Bunga & Panil;Floral & Geometris;9x8, 32x8, 15x5;Hiasan;29-Apr-24;Boks 2
862;III;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;18;"Atas;Tengah;Bawah";Mahkota & Panil;Floral & Roset;"8,5x8;32x7;14x4";Hiasan;28-May-24;Boks 2
864;III;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;18;"Atas;Bawah";Bunga, Bingkai & Panil;Floral & Roset;"7,5x9;28x9;14x5";Hiasan;14-May-24;Boks 2
865;III;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Stele;55;33;"Atas;Bawah";Vas & Panil;Floral;"14x13;33x5,5";Kaligrafi dan Hiasan;08-May-24;Boks 2
866;III;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;58;18;"Atas;Tengah;Bawah";Bunga, Bingkai & Panil;Floral & Roset;"10,5x10,5;29,5x10;18x5";Hiasan;14-May-24;Boks 2
867;IV;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;28;Atas;Vas;Floral;10,5x8;Kaligrafi dan Hiasan;08-May-24;Boks 2
868;IV;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;25;14;-;-;-;-;Kaligrafi;07-May-24;Boks 2
869;IV;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Stele;65;28;Atas;Vas;Floral;11x9;Kaligrafi dan Hiasan;08-May-24;Boks 2
870;IV;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;28;19;Tengah;Bingkai;-;19x8;Kaligrafi dan Hiasan;07-May-24;Boks 2
871;IV;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Bersayap;64;37;Atas;Vas;Floral;10x8;Kaligrafi dan Hiasan;08-May-24;Boks 2
872;IV;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;26;14;-;-;-;-;Kaligrafi;07-May-24;Boks 2
873;IV;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Bersayap;50,5;37;Atas;Vas;Floral;10x8;Kaligrafi dan Hiasan;08-May-24;Boks 2
874;IV;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;25;14;-;-;-;-;Kaligrafi;07-May-24;Boks 2
875;V;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Stele;50;31;Atas;Vas;-;9,5x9;Kaligrafi dan Hiasan;08-May-24;Boks 2
876;V;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;25;13;-;-;-;-;kaligrafi;07-May-24;Boks 2
877;V;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;57;24;"Puncak;Atas";Vas & Panil;Geometris;"10x8,5;9,5x8,5";Kaligrafi dan Hiasan;14-May-24;Boks 2
879;V;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Bermahkota;53;32;"Puncak;Atas";Persegi & Vas;Floral & Geometris;"10x8;9x9";Kaligrafi dan Hiasan;28-May-24;Boks 2
880;V;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;23;13;Seluruh Sisi;Bingkai;-;17,5x8;Kaligrafi dan Hiasan;07-May-24;Boks 2
881;V;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Bermahkota;47;32;Atas;Vas;Floral;9x9;Kaligrafi dan Hiasan;14-May-24;Boks 2
882;V;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;23,5;14;Seluruh Sisi;Bingkai;-;17,5x8;Kaligrafi dan Hiasan;07-May-24;Boks 2
883;VI;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;46;26;"Atas;Bawah";Vas & Panil;Floral & Geometris;"11x10,5;24x5";Kaligrafi dan Hiasan;14-May-24;Boks 2
884;VI;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;48;15;"Atas;Tengah;Bawah";Bunga & Panil;Floral dan Geometris;"9x8;27x8,5;11x5,5";Hiasan;08-May-24;Boks 2
885;VI;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;47;26;"Atas;Bawah";Vas & Panil;Floral dan Geometris;23,5 x5 ;Kaligrafi dan Hiasan;08-May-24;Boks 2
886;VI;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;15;"Atas;Tengah;Bawah";Mahkota, Bingkai & Panil;Floral dan Geometris;"8,5x8,5;26x8;11x5";Kaligrafi dan Hiasan;21-May-24;Boks 2
887;VI;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;42,5;25,5;"Atas;Bawah";Vas & Panil;Floral dan Geometris;"11x10,5;23,5x5";Kaligrafi dan Hiasan;14-May-24;Boks 2
888;VI;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;15;"Atas;Tengah;Bawah";Mahkota, Bingkai & Panil;Floral & Geometris;"8,5x8,5;26x8;11x5";Kaligrafi dan Hiasan;21-May-24;Boks 2
889;VI;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;41;25;"Atas;Bawah";Vas & Panil;Floral & Geometris;"6,5x10;24x5";Kaligrafi dan Hiasan;14-May-24;Boks 2
890;VI;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;15;"Atas;Tengah;Bawah";Mahkota, Bingkai & Panil;Floral & Geometris;"8,5x8,5;26x8;11x5";Kaligrafi dan Hiasan;21-May-24;Boks 2
891;VII;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;53;28;"Atas;Bawah";Vas & Panil;Floral;"10x8;26x5,5";Kaligrafi dan Hiasan;08-May-24;Boks 2
892;VII;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;58;17;Bawah;Panil;Floral;13,5x6;Kaligrafi dan Hiasan;08-May-24;Boks 2
893;VII;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;51;28,5;"Atas;Bawah";Vas & Panil;Floral;"8,5x9,5;26x6";Kaligrafi dan Hiasan;08-May-24;Boks 2
894;VII;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;58;17;Bawah;Panil;Floral;14,5x5,5;Kaligrafi dan Hiasan;08-May-24;Boks 2
895;VII;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Stele;50,5;28;"Atas;Bawah";Vas & Panil;Floral;"12x10;26x6";Kaligrafi dan Hiasan;08-May-24;Boks 2
896;VII;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;55;17;Bawah;Panil;Floral;13,5x5,5;Kaligrafi dan Hiasan;08-May-24;Boks 2
897;VII;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;50,5;28;"Atas;Bawah";Vas & Panil;Floral;"10x8;26x5,5";Kaligrafi dan Hiasan;08-May-24;Boks 2
898;VII;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;17;Bawah;Panil;Floral;13x5,5;Kaligrafi dan Hiasan;08-May-24;Boks 2
899;VIII;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Stele;53;28;"Atas;Bawah";Vas & Panil;Floral;"12x11;25,5x6";Kaligrafi dan Hiasan;08-May-24;Boks 2
900;VIII;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;45;15;Seluruh Sisi;Panil;Floral;"31x9;12,5x6";Kaligrafi & Hiasan;06-May-24;Boks 2
901;VIII;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;28;"Atas;Bawah";Vas & Panil;Floral;"10x7;26x6";Kaligrafi & Hiasan;06-May-24;Boks 2
902;VIII;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;52;28;"Atas;Bawah";Panil;Floral & Geometris;"3x9;12x6";Hiasan;06-May-24;Boks 2
903;VIII;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Stele;52,5;28;"Atas;Bawah";Vas & Panil;Floral;"12x11;25,5x6";Kaligrafi dan Hiasan;08-May-24;Boks 2
904;VIII;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;45;15;Seluruh Sisi;Panil;Floral & Geometris;"31x9,5;12,5x5,5";Hiasan;06-May-24;Boks 2
905;VIII;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;51;28;"Atas;Bawah";Vas & Panil;Floral;"13x11;26x6";Kaligrafi & Hiasan;06-May-24;Boks 2
906;VIII;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;45;15;"Tengah;Bawah";Panil;Floral dan Geometris;"31x9;13x6";Kaligrafi dan Hiasan;08-May-24;Boks 2
907;IX;1 Utara;1 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Nisan Puncak Kurawal;52;26;"Atas;Bawah";Vas & Panil;Floral;"13x12,5;24,5x6,5";Kaligrafi & Hiasan;06-May-24;Boks 2
908;IX;2 Timur;2 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;15;Bawah;Panil;Floral;12,5x6;Kaligrafi dan Hiasan;06-May-24;Boks 2
910;IX;4 Barat;4 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56,5;15;Bawah;Panil;Floral ;12,5x6;Kaligrafi dan Hiasan;14-May-24;Boks 2
911;IX;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Stele;52;26,5;"Atas;Bawah";Vas & Panil;Floral;"13x12,5;24,5x6,5";Kaligrafi dan Hiasan;08-May-24;Boks 2
912;IX;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;15;Bawah;Panil;Floral;13x6;Kaligrafi dan Hiasan;08-May-24;Boks 2
916;X;7 Utara;7 Utara;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Stele;56;29;"Atas;Bawah";Vas & Panil;Floral dan Geometris;"12,5x12;26,5x7";Kaligrafi dan Hiasan;08-May-24;Boks 2
917;X;6 Barat;6 Barat;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;17;Bawah;Panil;Floral & Geometris;14x7;Kaligrafi dan Hiasan;06-May-24;Boks 2
918;X;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;56;17;Bawah;Panil;Floral & Geometris;14x7;Kaligrafi dan Hiasan;06-May-24;Boks 2
919;XI;1-3 Puncak;1-3 Puncak;1911 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;16;10;-;-;-;-;Kaligrafi;17-May-24;Boks 2
920;XI;7-5 Puncak;7-5 Puncak;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;10;15;-;-;-;-;Kaligrafi;07-May-24;Boks 2
932;XIII;3 Selatan;3 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;48;25;"Atas;Bawah";Vas & Panil;Floral;"12x8;24x6";Kaligrafi dan Hiasan;06-May-24;Boks 2
933;XIII;5 Selatan;5 Selatan;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;48;26;"Atas;Bawah";Vas & Panil;Floral;"14x12;24x6";Kaligrafi dan Hiasan;22-May-24;Boks 2
934;XIII;8 Timur;8 Timur;1913 Juli;Makam Toengoe di Bale;Aceh Utara;Samudera;Blang Me;Meutjat;Meutjat;Persegi Panjang;50;14,5;"Atas;Bawah";Vas & Panil;Floral & Geometris;"9,5x8;12,5x6";Kaligrafi dan Hiasan;06-May-24;Boks 2
